selected_variables.Longitude,selected_variables.Latitude
145.31081,-38.20431
144.22583,-38.395
144.15967,-38.35684
142.71918,-38.37458
144.73098,-38.34711
145.249,-37.8357
144.1386,-38.0337
145.32004,-37.63066
145.41253,-37.76757
142.69504,-37.30471
144.67559,-37.98288
145.19267,-37.8985
145.12631,-37.62349
145.18453,-38.12071
144.37708,-38.26808
142.034,-37.896
142.5008,-37.39415
144.42632,-37.60683
144.9855,-38.34163
144.33466,-37.66517
141.99302,-37.25686
145.06618,-37.76286
142.62106,-37.28015
144.0882,-37.39636
145.51373,-37.76652
145.37485,-37.74385
142.60968,-37.30685
142.59621,-37.19119
145.61459,-38.34028
142.38838,-37.12297
143.70676,-37.69261
144.3308,-37.3697
145.06795,-37.73855
145.2456,-38.2325
144.99515,-38.28794
145.62633,-38.70683
144.61799,-37.98183
145.32802,-37.93089
144.49299,-37.64017
144.11083,-37.0318
144.15967,-38.04017
145.12631,-37.65683
145.00975,-35.8631
145.3353,-37.63867
145.382,-37.8619
145.05425,-38.42951
144.293,-37.36105
145.29326,-37.76096
141.219,-37.62976
144.37981,-35.84534
144.31694,-38.38306
144.76526,-38.3732
144.84299,-37.74016
144.90006,-37.61582
144.49674,-37.28355
143.32633,-37.04017
145.37279,-38.20285
145.38626,-37.66043
144.72633,-37.9735
145.54798,-37.68056
145.21529,-38.30273
143.71811,-37.06262
145.62632,-38.29016
145.19298,-37.75682
145.24669,-38.13285
143.24124,-37.28889
145.34858,-37.6128
145.19132,-37.62277
145.29299,-38.12349
141.53326,-38.22826
145.29772,-38.17816
144.29298,-37.04016
144.7481,-37.6158
143.26398,-38.07787
144.62633,-38.1235
145.46729,-38.2046
143.721,-37.69073
143.1359,-37.4225
145.29504,-37.3139
144.3578,-37.2514
144.98651,-37.77053
145.12632,-37.74016
145.03407,-38.37255
143.7123,-37.67348
145.31165,-38.17975
138.703351,-34.804777
143.32154,-37.3324
145.64033,-38.02503
145.20965,-37.77349
145.62632,-38.59016
144.59694,-38.28694
143.87633,-37.70684
145.04695,-38.25793
145.37631,-37.54015
142.07868,-37.2421
145.24768,-37.50063
145.13018,-38.38898
144.72176,-37.5622
145.58679,-38.14939
145.50949,-37.279
145.27673,-37.3649
145.6263,-37.04015
144.17496,-37.91605
145.12632,-38.20683
145.31339,-38.24131
142.98203,-38.62367
145.06502,-38.1972
145.24323,-38.25177
145.36619,-37.87409
145.43469,-38.49416
145.57101,-38.20298
144.79887,-37.89604
145.1638,-38.17768
145.29395,-37.63871
142.16517,-34.18223
145.30035,-37.94671
144.34299,-37.50683
145.07917,-37.61944
145.11834,-37.94394
144.21639,-37.8228
145.19328,-37.8733
145.61944,-38.66944
144.35791,-37.72993
143.45968,-38.37351
145.61385,-38.6518
145.36768,-38.09119
144.80493,-37.744945
145.02937,-37.43781
144.37632,-37.54017
145.07644,-38.24064
144.16,-38.28141
144.17632,-37.00683
144.90027,-38.37294
144.3208,-37.4407
144.25353,-37.82902
142.52845,-37.18307
144.05018,-37.70292
145.0275,-38.38073
144.16417,-38.42917
144.78524,-38.3885
145.32853,-38.20935
142.42316,-37.11784
145.49298,-37.87349
145.11584,-37.78353
142.54301,-37.12352
142.62634,-37.29018
145.19116,-37.51631
144.15056,-37.8639
143.37634,-37.75685
145.1066,-37.6545
145.31123,-38.19465
143.16068,-38.70293
145.35984,-37.8304
144.1939,-37.8425
144.59075,-37.7844
145.38586,-37.9398
145.20964,-37.54016
145.05965,-37.70683
145.63418,-38.13997
144.44329,-37.58259
145.57505,-38.27666
144.68994,-37.44968
145.28918,-37.93754
145.14299,-37.95683
144.90428,-37.86823
144.9678,-37.6383
145.50046,-38.12955
145.39298,-37.75682
145.13222,-37.67778
145.35675,-38.15437
144.2,-36.6
144.91418,-37.83957
142.30015,-37.17565
142.70968,-37.29018
145.26947,-38.1393
143.57232,-37.64757
144.64528,-38.27056
145.18976,-37.76933
143.58089,-38.83217
145.08987,-37.68033
145.18796,-38.35056
145.50458,-38.1523
145.56825,-38.39006
145.15661,-38.83427
145.15934,-38.2596
145.342,-37.6298
145.30965,-37.97349
145.1052,-37.79053
144.57517000000001,-37.32843
145.04101,-37.727290000000004
142.16179,-34.2526
145.26939,-38.1281
145.57004,-37.031
144.00966,-37.70684
145.48417,-37.76759
144.1084,-38.4173
144.94917,-38.33761
143.74297,-36.1235
145.23305,-37.81054
144.53873,-37.35755
142.43176,-37.47581
143.80273,-37.75103
145.10985,-38.172782
142.32634,-37.10685
142.79303,-38.37352
144.3537,-37.8453
145.33988,-38.1819
145.11512,-38.5116
145.15223,-37.68043
145.33632,-38.22701
144.92361,-38.39123
141.5461,-38.41746
144.49947,-37.23151
145.42873,-38.21237
141.97636,-37.90686
144.26073,-37.37923
145.27632,-37.94016
144.45966,-37.70683
144.60508,-37.34929
145.2359,-38.26117
145.07191,-38.41178
145.09169,-38.23208
144.93274,-38.47249
145.09299,-38.29016
145.53987,-38.4332
143.543,-37.70684
145.14299,-38.05683
145.52355,-37.68377
145.44414,-38.12706
145.37632,-37.95682
145.00786,-38.33791
144.73566,-37.54519
145.28762,-38.22129
145.23458,-38.13725
141.54305,-38.3902
145.48384,-37.73302
144.87958,-38.3812
144.20837,-38.38289
145.14381,-37.82695
142.42599,-37.25236
144.37072,-37.84851
145.22632,-38.29016
145.28184,-37.71483
145.58339,-38.11213
144.42633,-38.04017
145.2937,-37.7069
145.63083,-38.67222
145.20256,-38.16648
145.01041,-38.2836
142.33497,-37.29114
145.3581,-38.1991
144.35964,-36.84016
144.7944,-37.6742
145.06329,-37.6123
144.65965,-37.24016
144.1756,-37.8453
145.06583,-38.3158
144.75119,-38.362
145.16718,-38.35448
145.24838,-37.73867
145.23296,-37.90967
