selected_variables.Longitude,selected_variables.Latitude
-111.651875,45.103507
-128.083756,51.692958
-122.959605,44.864302
-124.097307,44.053413
-135.402787,56.796062
-122.284418,49.07073
-121.479168,38.454447
-123.356897,49.519381
-111.208844,40.179238
-121.61896,38.507008
-122.226905,47.362483
-123.147494,44.455299
-116.174422,43.594837
-111.917834,41.732143
-135.28607,57.082734
-112.162282,41.177156
-114.072428,46.840599
-117.563508,49.616333
-112.871249,49.784862
-122.657515,50.056486
-124.120378,40.92358
-127.15911,50.61305
-121.004541,38.200134
-115.1288,51.076336
-111.876094,41.253989
-122.958995,49.253508
-133.290814,55.577939
-106.665802,52.1224
-114.199601,49.587114
-123.310296,55.530287
-117.137794,56.059352
-149.236414,61.47344
-123.145601,49.178796
-123.6423,49.417045
-121.198215,45.617458
-116.991395,46.722472
-120.894006,39.541881
-123.983511,44.62638
-121.9523,47.687887
-134.39565,58.152724
-126.499008,50.745675
-135.218039,57.773438
-114.178898,51.074875
-128.295853,50.675894
-128.423767,50.770088
-122.598602,49.202423
-111.99105,41.196772
-122.203424,48.720042
-121.951203,49.27096
-121.444445,38.269983
-122.327051,47.579978
-121.962289,38.041865
-121.692115,38.149
-123.920655,48.376862
-123.765625,48.401969
-124.074547,44.675024
-120.521458,41.464901
-118.12278,52.876645
-128.268034,50.670432
-134.244144,56.899401
-111.699487,40.350663
-123.475431,48.57117
-122.591022,48.83156
-121.923137,47.68222
-121.197895,51.639755
-120.86392,45.570652
-124.754897,48.612762
-125.102904,49.764832
-122.781976,38.386101
-148.989147,61.419277
-114.902163,55.479887
-122.095165,38.51303
-122.731772,38.34057
-125.896266,49.150666
-135.35782,57.127026
-123.537685,48.464682
-124.530231,49.692208
-121.5899,38.530357
-122.769188,48.641605
-122.59837,49.137932
-126.937733,50.623093
-122.977377,49.122701
-109.388946,46.825644
-122.033469,49.093983
-122.854499,49.29453
-125.590806,50.034023
-123.118044,49.300292
-124.727013,49.4641
-121.214407,38.786356
-125.930713,49.222108
-116.57677,49.0436
-121.689422,38.126642
-110.744094,43.766949
-112.402844,42.821198
-112.051369,47.661684
-112.821829,53.494121
-119.230145,46.247957
-134.41054,58.302451
-124.044087,41.304831
-124.598293,49.516953
-124.830603,48.936364
-127.013739,50.621845
-109.310394,46.987295
-122.680459,46.577845
-126.70662,50.595453
-125.08149,48.917482
-123.996797,42.659437
-117.1244,49.600881
